lemmatized_tokens,label,processed_text
"['dragoni', 'like', 'youpositive', 'thinkerbutcoronavirus', 'dangerous', 'lordont', 'play', 'playmaybank', 'cimb', 'chart', 'also', 'negative', 'lorcan', 'test', 'power', 'maybank', 'cimbdont', 'play', 'play', 'dragonyou', 'tonne', 'money', 'u', 'x', 'scared', 'lai', 'little', 'onlybetter', 'scared', 'wait', 'fbmklci']",-1,dragoni like youpositive thinkerbutcoronavirus dangerous lordont play playmaybank cimb chart also negative lorcan test power maybank cimbdont play play dragonyou tonne money u x scared lai little onlybetter scared wait fbmklci
"['sapura', 'energy', 'price', 'dropwall', 'paper']",-1,sapura energy price dropwall paper
"['dont', 'smarter', 'rest', 'disciplined', 'rest', 'warren', 'buffett', 'believe', 'hence', 'lose', 'big', 'money', 'always', 'cut', 'loss', 'protect', 'capital', 'thank']",1,dont smarter rest disciplined rest warren buffett believe hence lose big money always cut loss protect capital thank
"['skill', 'dont', 'trade', 'laeat', 'shit', 'lorrrr']",-1,skill dont trade laeat shit lorrrr
"['boring', 'counter']",-1,boring counter
"['fruit', 'broi', 'got', 'ski', 'got', 'little', 'luck', 'last', 'year', 'year', 'sink', 'sure']",-1,fruit broi got ski got little luck last year year sink sure
"['january', 'volatile', 'tradeget', 'readyall', 'besti', 'think', 'game', 'market', 'fall', 'badly', 'chinese', 'new', 'year', 'rally']",-1,january volatile tradeget readyall besti think game market fall badly chinese new year rally
"['apanama', 'ur', 'sen', 'basisthats', 'purely', 'baselessif', 'armada', 'trade', 'sen', 'yinson', 'trade', 'rm', 'ur', 'sapura', 'close', 'shop', 'alreadykakakaka']",-1,apanama ur sen basisthats purely baselessif armada trade sen yinson trade rm ur sapura close shop alreadykakakaka
"['still', 'stuck', 'sen', 'still', 'got', 'hope']",-1,still stuck sen still got hope
"['cny', 'coming', 'counter', 'slow', 'much', 'momentum', 'movingggg']",-1,cny coming counter slow much momentum movingggg
"['today', 'even', 'worst', 'volume']",-1,today even worst volume
"['yelling', 'nothing', 'today', 'jaks', 'drop', 'cent', 'normal', 'almost', 'watch', 'list', 'naysayers', 'please', 'help', 'bring', 'jaks', 'price', 'abnormal', 'got', 'nothing', 'support', 'said', 'hard']",-1,yelling nothing today jaks drop cent normal almost watch list naysayers please help bring jaks price abnormal got nothing support said hard
"['nothing', 'worry', 'epidemic', 'subside', 'month', 'antidote', 'found', 'avoid', 'nonvegetarian', 'food', 'take', 'pepper', 'basil', 'leaves', 'daily']",1,nothing worry epidemic subside month antidote found avoid nonvegetarian food take pepper basil leaves daily
"['dk', 'pjseow', 'icon', 'probability', 'worry', 'let', 'attackers', 'want', 'time', 'tell', 'right', 'point', 'argue', 'done', 'best', 'help', 'sincerely', 'honestly', 'well', 'last', 'year', 'especially', 'stock', 'investment', 'believe', 'good', 'karma', 'thank']",1,dk pjseow icon probability worry let attackers want time tell right point argue done best help sincerely honestly well last year especially stock investment believe good karma thank
"['iraq', 'got', 'issue', 'thats', 'refinery', 'stopped', 'fight', 'yet']",-1,iraq got issue thats refinery stopped fight yet
"['apan', 'oil', 'price', 'level', 'sell', 'car', 'got', 'armada', 'shares', 'sad']",-1,apan oil price level sell car got armada shares sad
"['sifus', 'contractor', 'involve', 'law', 'suit', 'considered', 'good', 'got', 'hear', 'gamuda', 'ijm', 'etc', 'involve', 'law', 'suit', 'vietnam', 'govn', 'try', 'sue', 'jaks', 'ipp', 'construction', 'delay', 'possible']",-1,sifus contractor involve law suit considered good got hear gamuda ijm etc involve law suit vietnam govn try sue jaks ipp construction delay possible
"['early', 'predict', 'jackpot', 'price']",-1,early predict jackpot price
"['ik', 'dont', 'miss', 'chance', 'please', 'announcement', 'bought', 'since', 'sold', 'alot']",1,ik dont miss chance please announcement bought since sold alot
"['actually', 'month', 'possible', 'test', 'downtrend', 'yoyo', 'pattern', 'longer', 'term', 'continue', 'uptrend', 'earn', 'show', 'increase', 'pattern']",1,actually month possible test downtrend yoyo pattern longer term continue uptrend earn show increase pattern
"['bought', 'back', 'jaks', 'even', 'though', 'put', 'portfolio', 'real', 'life', 'portfolio', 'slightly', 'different', 'competition', 'portfolio', 'one', 'real', 'money', 'protection', 'capital', 'important', 'one', 'win', 'risk', 'acceptable', 'example', 'real', 'life', 'portfolio', 'almost', 'alliance', 'bank', 'competition', 'portfolio', 'put', 'think', 'sexy', 'deliver', 'killer', 'punch']",-1,bought back jaks even though put portfolio real life portfolio slightly different competition portfolio one real money protection capital important one win risk acceptable example real life portfolio almost alliance bank competition portfolio put think sexy deliver killer punch
"['someone', 'pls', 'send', 'coronavirus', 'parliament', 'hse', 'send', 'despicable', 'moron', 'politicians', 'hell', 'think', 'self', 'interest', 'principal', 'hahaha']",-1,someone pls send coronavirus parliament hse send despicable moron politicians hell think self interest principal hahaha
"['wait', 'babi', 'get', 'swine', 'flu', 'firstthen', 'u', 'sell']",-1,wait babi get swine flu firstthen u sell
"['think', 'hold', 'becoz', 'good', 'result', 'past', 'quartertigerball', 'share', 'us', 'think', 'armada', 'perform', 'better', 'decline', 'there', 'point', 'toxic', 'towards', 'investor', 'market', 'purpose', 'make', 'money']",1,think hold becoz good result past quartertigerball share us think armada perform better decline there point toxic towards investor market purpose make money
"['chow', 'pi', 'masteryou', 'starting', 'misbehavenow', 'wife', 'fakk', 'offhundreds', 'billions', 'losses', 'defended', 'matter', 'look', 'itjust', 'fakk']",-1,chow pi masteryou starting misbehavenow wife fakk offhundreds billions losses defended matter look itjust fakk
"['today', 'never', 'talk', 'short', 'selling', 'sapura', 'energybut', 'asked', 'sell', 'technical', 'rebound', 'exitthis', 'technical', 'rebound', 'real', 'crashtarget', 'price', 'cents', 'still', 'remains']",1,today never talk short selling sapura energybut asked sell technical rebound exitthis technical rebound real crashtarget price cents still remains
"['br', 'vietnam', 'plant', 'record', 'report', 'ans', 'malaysia', 'also', 'cancel', 'projects', 'still', 'say', 'vietnam', 'project', 'retailers', 'jaks', 'buying', 'dream', 'dream', 'like', 'hengyuan', 'masteel', 'trx']",-1,br vietnam plant record report ans malaysia also cancel projects still say vietnam project retailers jaks buying dream dream like hengyuan masteel trx
"['blow', 'till', 'longer', 'get', 'particle', 'coming', 'lines', 'ensure', 'put', 'steam', 'via', 'turbine', 'later', 'longer', 'particles', 'high', 'velocity', 'line', 'cause', 'damage', 'turbines']",-1,blow till longer get particle coming lines ensure put steam via turbine later longer particles high velocity line cause damage turbines
"['however', 'caught', 'watching', 'alam', 'panda', 'recommend', 'around', 'cat', 'last', 'manage', 'buy', 'tickets', 'yday', 'another', 'turnaround', 'company']",-1,however caught watching alam panda recommend around cat last manage buy tickets yday another turnaround company
"['learn', 'something', 'priceless', 'gain', 'experience', 'crisis', 'ncovbrend', 'wti', 'drop', 'also', 'brexitmaybe', 'jones', 'make', 'major', 'correction', 'sell', 'k', 'point', 'effect', 'asian', 'country', 'may', 'klse', 'also', 'going', 'crash', 'soon', 'maybe', 'get', 'ready', 'buy', 'bottom', 'sapura', 'energy', 'ct']",1,learn something priceless gain experience crisis ncovbrend wti drop also brexitmaybe jones make major correction sell k point effect asian country may klse also going crash soon maybe get ready buy bottom sapura energy ct
"['hahaha', 'member', 'degree', 'dlm', 'bluffalogy', 'bersama', 'keluar', 'untunguntung', 'berita', 'trap', 'greedy', 'newbieswakakaka']",-1,hahaha member degree dlm bluffalogy bersama keluar untunguntung berita trap greedy newbieswakakaka
"['omg', 'war', 'erupt', 'us', 'iran', 'equity', 'sure', 'drop', 'u', 'biu', 'oil', 'commodity', 'oil', 'stock']",-1,omg war erupt us iran equity sure drop u biu oil commodity oil stock
"['millions', 'fund', 'fund', 'manager', 'ready', 'get', 'jaks', 'next', 'week']",1,millions fund fund manager ready get jaks next week
"['ik', 'may', 'sold', 'armada', 'shares', 'silent', 'whole', 'morning']",-1,ik may sold armada shares silent whole morning
"['im', 'graduate', 'easy', 'life', 'retired', 'early']",1,im graduate easy life retired early
"['mega', 'sales', 'armada', 'bro', 'mikekim']",1,mega sales armada bro mikekim
"['slooooow', 'death', 'worry', 'rebound', 'books', 'start', 'show', 'profit', 'low', 'debts']",1,slooooow death worry rebound books start show profit low debts
"['cny', 'angpao', 'big', 'ok', 'next', 'year', 'wan', 'big', 'one', 'sapulah', 'xd']",1,cny angpao big ok next year wan big one sapulah xd
"['honestly', 'saying', 'waste', 'time', 'money', 'counter', 'management', 'purposely', 'many', 'placements', 'push', 'counter', 'lower', 'cause', 'easily', 'business', 'overseas', 'people', 'see', 'even', 'goood', 'news', 'also', 'push', 'counter', 'consolidating', 'business', 'please', 'take', 'note', 'guys']",-1,honestly saying waste time money counter management purposely many placements push counter lower cause easily business overseas people see even goood news also push counter consolidating business please take note guys
"['annie', 'say', 'accidentally', 'sold', 'buy', 'back', 'sen', 'already', 'bought', 'back', 'senif', 'everybody', 'huat', 'except', 'idss', 'morningif', 'sen', 'idss', 'hv', 'absorb', 'k', 'losses']",1,annie say accidentally sold buy back sen already bought back senif everybody huat except idss morningif sen idss hv absorb k losses
"['quality', 'certain', 'character', 'really', 'make', 'sick', 'wondering', 'going', 'teach', 'children', 'good', 'values']",-1,quality certain character really make sick wondering going teach children good values
"['stocks', 'push', 'later', 'due', 'influenza', 'aheheeheehno', 'vaccine']",-1,stocks push later due influenza aheheeheehno vaccine
"['seems', 'like', 'armada', 'operator', 'wants', 'press', 'price']",-1,seems like armada operator wants press price
"['thanks', 'edkfc', 'kind', 'investor', 'want', 'jaks', 'look', 'businessto', 'really', 'mean', 'business', 'sense']",1,thanks edkfc kind investor want jaks look businessto really mean business sense
"['today', 'break', 'c', 'track', 'c']",1,today break c track c
"['hahahaha', 'pjseow', 'someone', 'say', 'sell', 'two', 'quarter', 'reduce', 'earn', 'find', 'another', 'target', 'take', 'pinch', 'salt', 'sell', 'sell', 'need']",-1,hahahaha pjseow someone say sell two quarter reduce earn find another target take pinch salt sell sell need
"['doubt', 'break', 'today']",-1,doubt break today
"['jaks', 'downtrend', 'looks', 'like', 'kyy', 'beat', 'otb', 'moment']",-1,jaks downtrend looks like kyy beat otb moment
"['counter', 'really', 'interest', 'low', 'always', 'around', 'area', 'buy', 'sell', 'buy', 'sell', 'hahaha']",1,counter really interest low always around area buy sell buy sell hahaha
"['stay', 'tunedidss', 'scared', 'shitless']",-1,stay tunedidss scared shitless
"['ba', 'keeping', 'armada', 'constructor', 'installers', 'deployment', 'till', 'next', 'quarter', 'report']",1,ba keeping armada constructor installers deployment till next quarter report
"['come', 'armada', 'go', 'sen', 'sen']",1,come armada go sen sen
"['sen', 'already', 'generous']",1,sen already generous
"['today', 'idss', 'die', 'also', 'hv', 'block', 'sen', 'hope', 'buy', 'wont', 'sell', 'idss', 'run', 'juice']",-1,today idss die also hv block sen hope buy wont sell idss run juice
"['africa', 'also', 'got', 'swine', 'feverbumi', 'armada', 'exposure', 'africaso', 'armada', 'share', 'come']",-1,africa also got swine feverbumi armada exposure africaso armada share come
"['mabelsteadybrent', 'oil', 'rocket', 'usd', 'matter', 'armada', 'break', 'c']",1,mabelsteadybrent oil rocket usd matter armada break c
"['tomorrow', 'senbe', 'bravehehe']",1,tomorrow senbe bravehehe
"['uhhh', 'heck', 'happened', 'sapura', 'oh', 'sapura', 'hold', 'u', 'long', 'long', 'everyday', 'u', 'let', 'let', 'ur', 'self', 'learn', 'armada']",-1,uhhh heck happened sapura oh sapura hold u long long everyday u let let ur self learn armada
"['omgwhat', 'falling', 'knife']",-1,omgwhat falling knife
"['still', 'laughing', 'way', 'bank', 'loss', 'cut', 'lah', 'never', 'think', 'cut', 'loss', 'loss', 'yet', 'thank']",-1,still laughing way bank loss cut lah never think cut loss loss yet thank
"['global', 'impact', 'virus', 'outbreak', 'know', 'second', 'quarter', 'report', 'dont', 'hold', 'breath', 'early', 'recovery', 'majority', 'counter', 'red', 'bursa', 'sleeping', 'long', 'time', 'perhaps', 'till', 'november']",1,global impact virus outbreak know second quarter report dont hold breath early recovery majority counter red bursa sleeping long time perhaps till november
"['morning', 'morning', 'dow', 'jones', 'alright', 'meaning', 'klse', 'wont', 'drop', 'points', 'la']",1,morning morning dow jones alright meaning klse wont drop points la
"['bloodbath', 'everywhere', 'heart', 'attack', 'many', 'ppl', 'ended', 'hospital', 'icu']",-1,bloodbath everywhere heart attack many ppl ended hospital icu
"['day', 'cut', 'lost', 'wait', 'buy', 'cheap']",1,day cut lost wait buy cheap
"['old', 'men', 'fight', 'one', 'buy', 'call', 'one', 'sell', 'call', 'dont', 'know', 'misled', 'people', 'set', 'agreement', 'lost', 'fight', 'must', 'withdraw', 'world', 'stock', 'market', 'investment', 'stop', 'posting', 'blog']",-1,old men fight one buy call one sell call dont know misled people set agreement lost fight must withdraw world stock market investment stop posting blog
"['beside', 'og', 'counter', 'gold', 'counter', 'bahvest', 'today', 'check', 'emico', 'poised', 'rally', 'day', 'make', 'today', 'never']",1,beside og counter gold counter bahvest today check emico poised rally day make today never
"['called', 'technical', 'rebound', 'bro', 'dont', 'play', 'la', 'u', 'sure', 'u', 'know', 'chatty']",-1,called technical rebound bro dont play la u sure u know chatty
"['present', 'forum', 'best', 'support', 'jaks', 'thank', 'coming', 'spend', 'time']",1,present forum best support jaks thank coming spend time
"['muahahaa', 'pawned']",-1,muahahaa pawned
"['naysayers', 'respectable', 'tell', 'fact', 'truths', 'lie', 'misrepresent', 'intentionally', 'liars', 'simple']",-1,naysayers respectable tell fact truths lie misrepresent intentionally liars simple
"['base', 'target', 'price', 'jaks', 'rm', 'wo', 'like']",1,base target price jaks rm wo like
"['become', 'real', 'guy', 'man']",1,become real guy man
"['dearest', 'sarifahselinder', 'mfcb', 'owned', 'foreign', 'biz', 'jaks', 'onli', 'even', 'like', 'politics', 'anything', 'less', 'golden', 'share', 'anything', 'happen', 'bring', 'sexist', 'wife', 'money', 'chinaman', 'fun', 'w', 'forever', 'super', 'high', 'jaks', 'soli', 'please', 'forgive', 'bcos', 'many', 'r', 'putting', 'hard', 'earn', 'money', 'investment', 'lets', 'holds', 'barred', 'never', 'scold', 'curse', 'anybody', 'w', 'commentsopinions', 'nobody', 'perfect', 'except']",1,dearest sarifahselinder mfcb owned foreign biz jaks onli even like politics anything less golden share anything happen bring sexist wife money chinaman fun w forever super high jaks soli please forgive bcos many r putting hard earn money investment lets holds barred never scold curse anybody w commentsopinions nobody perfect except
"['still', 'watching', 'shares', 'hehehe']",-1,still watching shares hehehe
"['u', 'connumber', 'shares', 'increase', 'times', 'price', 'maintain', 'cents', 'since', 'right', 'issues']",1,u connumber shares increase times price maintain cents since right issues
"['yet', 'jackpot', 'price']",-1,yet jackpot price
"['lng', 'price', 'today']",-1,lng price today
"['dk', 'yes', 'base', 'public', 'invest', 'report', 'dated', 'donsahong', 'power', 'plant', 'sell', 'mw', 'electricity', 'laos', 'government', 'earn', 'approximately', 'rm', 'million', 'q', 'test', 'run', 'making', 'revenue', 'dong', 'start', 'generating', 'electricity', 'also', 'make', 'test', 'runmoney', 'electricity', 'sold']",1,dk yes base public invest report dated donsahong power plant sell mw electricity laos government earn approximately rm million q test run making revenue dong start generating electricity also make test runmoney electricity sold
"['lost', 'value', 'shareholders', 'yet', 'get', 'highly', 'paid', 'enron']",-1,lost value shareholders yet get highly paid enron
"['buy', 'wait']",1,buy wait
"['somebody', 'vested', 'interest', 'write', 'bias', 'need', 'explain', 'need', 'say', 'paint', 'picture', 'entirety', 'truth', 'truth', 'suppression', 'truth', 'even', 'parts', 'id', 'fatal', 'prosecution', 'case', 'telling', 'truth', 'whole', 'truth', 'nothing', 'truth', 'make', 'effort', 'drain', 'integrity', 'questionable']",-1,somebody vested interest write bias need explain need say paint picture entirety truth truth suppression truth even parts id fatal prosecution case telling truth whole truth nothing truth make effort drain integrity questionable
"['coz', 'dont', 'know', 'read', 'chart', 'baca', 'salahkah', 'kah', 'kah']",-1,coz dont know read chart baca salahkah kah kah
"['sap', 'attractive']",1,sap attractive
"['sk', 'mo', 'news', 'seems', 'like', 'maybe', 'drilling', 'postponed', 'due', 'internal', 'issue', 'omv']",-1,sk mo news seems like maybe drilling postponed due internal issue omv
"['aiyoyoyo', 'timpat', 'dali', 'lulu', 'smpai', 'sikalang', 'spiningtaik', 'aajagah', 'aiyoyoyoyi']",-1,aiyoyoyo timpat dali lulu smpai sikalang spiningtaik aajagah aiyoyoyoyi
"['apanama', 'u', 'wan', 'na', 'change', 'id', 'many', 'time', 'sen', 'sen', 'change', 'one', 'timesen', 'change', 'another', 'timesen', 'change', 'another', 'tomewait', 'becomes', 'sen', 'support', 'u', 'change', 'another', 'time']",-1,apanama u wan na change id many time sen sen change one timesen change another timesen change another tomewait becomes sen support u change another time
"['jokers', 'praying', 'klci', 'go', 'praying', 'sapnrg']",-1,jokers praying klci go praying sapnrg
"['course', 'oil', 'prices', 'plunge', 'bad']",-1,course oil prices plunge bad
"['worry', 'low', 'price', 'company', 'turnaround', 'good', 'profit', 'price', 'keep', 'going']",1,worry low price company turnaround good profit price keep going
"['sell', 'dayang', 'buy', 'jaks', 'sell', 'jaks', 'buy', 'dayang', 'decide', 'buy', 'lor', 'sell', 'u']",-1,sell dayang buy jaks sell jaks buy dayang decide buy lor sell u
"['haha', 'im', 'waiting', 'jackpot', 'price', 'long', 'long', 'long', 'la']",1,haha im waiting jackpot price long long long la
"['kn', 'tell', 'full', 'story', 'also', 'use', 'proverb', 'wrong', 'context', 'represent', 'patience', 'look', 'longer', 'term', 'thr', 'moral', 'story', 'tell', 'people', 'dont', 'upset', 'temporary', 'setback', 'rather', 'prepare', 'longer', 'term', 'gain', 'jaks', 'good', 'long', 'term', 'prospect', 'year', 'good', 'annual', 'return', 'selling', 'jaks', 'cut', 'loss', 'behaving', 'like', 'short', 'term', 'like', 'keep', 'jaks', 'dont', 'worry', 'future', 'earnings']",1,kn tell full story also use proverb wrong context represent patience look longer term thr moral story tell people dont upset temporary setback rather prepare longer term gain jaks good long term prospect year good annual return selling jaks cut loss behaving like short term like keep jaks dont worry future earnings
"['kasi', 'tech', 'kitaorang', 'la', 'newhorizon', 'putty', 'mau', 'hantam', 'mau', 'kasi', 'hantam', 'pecah', 'lantai', 'ka']",-1,kasi tech kitaorang la newhorizon putty mau hantam mau kasi hantam pecah lantai ka
"['pang', 'look', 'cent', 'profit', 'thought', 'u', 'blow', 'said', 'go', 'oh', 'blow', 'lol']",-1,pang look cent profit thought u blow said go oh blow lol
"['seems', 'like', 'real', 'crash', 'onwards', 'never', 'rebound', 'market', 'index', 'stock', 'crazy', 'crash', 'vs']",-1,seems like real crash onwards never rebound market index stock crazy crash vs
"['cheap', 'every', 'quarter', 'also', 'red', 'low', 'oil', 'price', 'hope', 'bad', 'management', 'turn', 'around', 'right', 'issues', 'soon', 'drop', 'like', 'shit']",-1,cheap every quarter also red low oil price hope bad management turn around right issues soon drop like shit
"['know', 'dk', 'need', 'money', 'survive', 'enough', 'money', 'hence', 'retired', 'early', 'also', 'enough', 'money', 'retire', 'life', 'want', 'contribute', 'knowledge', 'believe', 'good', 'karma', 'believe', 'us', 'thank']",1,know dk need money survive enough money hence retired early also enough money retire life want contribute knowledge believe good karma believe us thank
"['dont', 'forget', 'og', 'company', 'worst', 'case', 'scenario', 'price', 'would', 'sen']",-1,dont forget og company worst case scenario price would sen
"['ni', 'tua', 'takut', 'jaks', 'overtake', 'dayang']",-1,ni tua takut jaks overtake dayang
"['share', 'market', 'going', 'half', 'death', 'lol']",-1,share market going half death lol
"['ks', 'already', 'made', 'know', 'cost', 'tp', 'nevermind', 'unwilling', 'reveal', 'tp']",-1,ks already made know cost tp nevermind unwilling reveal tp
"['sound', 'like', 'good', 'deal']",1,sound like good deal
"['profitable', 'business', 'trade', 'sen', 'ur', 'sapura', 'day', 'day', 'lose', 'money', 'one', 'close', 'shopu', 'agree', 'u', 'sold', 'ur', 'sapura', 'join', 'armada', 'better']",1,profitable business trade sen ur sapura day day lose money one close shopu agree u sold ur sapura join armada better
"['wakakakakakakakaakalong', 'de', 'shit', 'short', 'morning', 'mau', 'talk', 'talk', 'short', 'selling', 'ka', 'kena', 'taik', 'duduk', 'diam', 'diam', 'ka', 'kepala', 'benam', 'masuk', 'loji', 'taikarmada', 'also', 'short', 'morning', 'kah', 'kah', 'kah']",-1,wakakakakakakakaakalong de shit short morning mau talk talk short selling ka kena taik duduk diam diam ka kepala benam masuk loji taikarmada also short morning kah kah kah
"['waterfall', 'otw']",-1,waterfall otw
"['never', 'say', 'kcchongnz', 'commented', 'jaks', 'forum', 'read', 'carefully', 'love', 'kcchongnz', 'preaches', 'margin', 'safety', 'fcf', 'profit', 'margin']",1,never say kcchongnz commented jaks forum read carefully love kcchongnz preaches margin safety fcf profit margin
"['haha', 'apanama', 'hope', 'u', 'serious', 'statement', 'want', 'buy', 'oil', 'world', 'war', 'base', 'historical', 'wars', 'oil', 'price', 'take', 'war', 'hit']",1,haha apanama hope u serious statement want buy oil world war base historical wars oil price take war hit
"['tun', 'tua', 'must', 'deny']",-1,tun tua must deny
"['bought', 'ambank', 'maybank', 'public', 'bank', 'unit', 'trusts', 'last', 'year', 'quite', 'dissapointment', 'returns', 'low', 'singledigit', 'sold', 'unit', 'trusts', 'opinion', 'top', 'stock', 'picks', 'competition', 'better', 'institution', 'investor', 'top', 'last', 'year', 'stockpicks', 'produce', 'excellent', 'doubledigits', 'returns', 'think', 'institutions', 'beat', 'view', 'dissappointing', 'klse', 'index', 'year', 'end', 'closing', 'investor', 'iare', 'worried', 'ib', 'choose', 'jaks', 'well', 'dont', 'choosedayangand', 'mfcb', 'stocks', 'produced', 'excellent', 'results']",1,bought ambank maybank public bank unit trusts last year quite dissapointment returns low singledigit sold unit trusts opinion top stock picks competition better institution investor top last year stockpicks produce excellent doubledigits returns think institutions beat view dissappointing klse index year end closing investor iare worried ib choose jaks well dont choosedayangand mfcb stocks produced excellent results
"['armadas', 'year', 'shine']",1,armadas year shine
"['spinin', 'sapulala', 'sap', 'going', 'bankrupt']",-1,spinin sapulala sap going bankrupt
"['hope', 'learn', 'precious', 'lesson', 'beware', 'skl', 'like', 'pang', 'ik', 'always', 'shout', 'sure', 'go', 'sure', 'go', 'bla', 'bla', 'bla', 'want', 'chase', 'high', 'sellnow', 'even', 'ask', 'buy', 'ask', 'chase', 'certify', 'conman']",-1,hope learn precious lesson beware skl like pang ik always shout sure go sure go bla bla bla want chase high sellnow even ask buy ask chase certify conman
"['many', 'ppl', 'taking', 'profit', 'today', 'tomorrow', 'open', 'high', 'let', 'see']",1,many ppl taking profit today tomorrow open high let see
"['everyday', 'many', 'promoter', 'talking', 'yet', 'youll', 'stop', 'talking', 'jaks', 'drop']",-1,everyday many promoter talking yet youll stop talking jaks drop
"['dragon', 'macam', 'dap', 'jugaego', 'ja', 'lebihdia', 'sorang', 'ja', 'bagusbila', 'betuldia', 'kata', 'terrorbila', 'betultak', 'mau', 'credit', 'kat', 'oranghentam', 'lagisebijik', 'perangai', 'lim', 'guan', 'engsudahlah', 'dragonitulah', 'asyik', 'gelak', 'kat', 'hentam', 'oranglain', 'kali', 'padilagi', 'berilmu', 'tundukbukannya', 'egosudah', 'muak', 'tengok', 'lu', 'hentam', 'spinninglotus', 'appreciate', 'people', 'viewsyang', 'u', 'tau', 'diversionsebijik', 'perangai', 'lim', 'guan', 'eng', 'daplu', 'dap', 'kotkekekekeke']",-1,dragon macam dap jugaego ja lebihdia sorang ja bagusbila betuldia kata terrorbila betultak mau credit kat oranghentam lagisebijik perangai lim guan engsudahlah dragonitulah asyik gelak kat hentam oranglain kali padilagi berilmu tundukbukannya egosudah muak tengok lu hentam spinninglotus appreciate people viewsyang u tau diversionsebijik perangai lim guan eng daplu dap kotkekekekeke
"['bad', 'play', 'counter', 'positive', 'company', 'bad', 'counter']",-1,bad play counter positive company bad counter
"['cheapskate', 'operator']",-1,cheapskate operator
"['today', 'star', 'online', 'headlinepm', 'im', 'ready', 'step', 'downso', 'market', 'ladont', 'long', 'la', 'coming']",-1,today star online headlinepm im ready step downso market ladont long la coming
"['dear', 'xiaoqing', 'please', 'enlighten', 'relationship', 'news', 'posted', 'related', 'jaks', 'dont', 'see', 'effect', 'thank']",1,dear xiaoqing please enlighten relationship news posted related jaks dont see effect thank
"['coronavirus', 'increase', 'sapura', 'dropping', 'coronavirus', 'stable', 'reduce', 'confirmed', 'suspect', 'cases', 'sapura', 'continue', 'dropping', 'issue', 'sapurabuy', 'sapura', 'like', 'putting', 'money', 'fd']",-1,coronavirus increase sapura dropping coronavirus stable reduce confirmed suspect cases sapura continue dropping issue sapurabuy sapura like putting money fd
"['good', 'la', 'good', 'la', 'got', 'ppls', 'eat', 'dont', 'mind', 'got', 'cheaper', 'janji', 'untung']",1,good la good la got ppls eat dont mind got cheaper janji untung
"['og', 'rises', 'lot', 'left', 'debt', 'burden', 'yet', 'restructure', 'like', 'icon', 'barakah', 'scomi', 'perisaitheir', 'times', 'come', 'soon', 'long', 'secure', 'new', 'contract', 'still', 'sitting', 'debt', 'able', 'pay', 'avoid', 'first', 'wait', 'path', 'clearfor', 'stock', 'shoot', 'fund', 'must', 'see', 'profit', 'growth', 'prospect', 'still', 'wont', 'move']",-1,og rises lot left debt burden yet restructure like icon barakah scomi perisaitheir times come soon long secure new contract still sitting debt able pay avoid first wait path clearfor stock shoot fund must see profit growth prospect still wont move
"['push', 'push', 'pusha', 'bit', 'come', 'sen', 'almost']",1,push push pusha bit come sen almost
"['oil', 'price', 'dropped', 'much', 'yet', 'still', 'quite', 'sustainable', 'patientdec', 'results', 'super', 'good', 'quite', 'unlikely', 'dec', 'better', 'q', 'looking', 'current', 'oil', 'price', 'know', 'unless', 'unusual', 'one', 'gain']",1,oil price dropped much yet still quite sustainable patientdec results super good quite unlikely dec better q looking current oil price know unless unusual one gain
"['jaks', 'still', 'trending', 'stock', 'reason', 'cut', 'loss', 'base', 'ta', 'cut', 'loss', 'stock', 'trending', 'stock', 'please', 'read', 'chart', 'clearly', 'share', 'price', 'jaks', 'still', 'far', 'high', 'day', 'sma', 'trending', 'stock', 'left', 'hand', 'side', 'high', 'right', 'hand', 'side', 'trending', 'stock', 'right', 'hand', 'side', 'high', 'left', 'hand', 'side', 'jaks', 'still', 'trending', 'stock', 'start', 'trending', 'share', 'price', 'breaks', 'month', 'high', 'used', 'days', 'sma', 'month', 'period', 'share', 'price', 'must', 'high', 'day', 'sma', 'presently', 'share', 'price', 'jaks', 'high', 'day', 'sma', 'hence', 'jaks', 'trending', 'stock', 'worked', 'technical', 'chart', 'trainer', 'year', 'malaysia', 'china', 'hong', 'kong', 'conduct', 'training', 'course', 'students', 'country', 'thank']",1,jaks still trending stock reason cut loss base ta cut loss stock trending stock please read chart clearly share price jaks still far high day sma trending stock left hand side high right hand side trending stock right hand side high left hand side jaks still trending stock start trending share price breaks month high used days sma month period share price must high day sma presently share price jaks high day sma hence jaks trending stock worked technical chart trainer year malaysia china hong kong conduct training course students country thank
"['ik', 'pls', 'buy', 'today', 'big', 'show', 'come', 'pm']",1,ik pls buy today big show come pm
"['wah', 'u', 'still', 'stay', 'cool', 'tahan']",1,wah u still stay cool tahan
"['help', 'u', 'abitso', 'u', 'dont', 'die', 'horribly']",-1,help u abitso u dont die horribly
"['month', 'month', 'get', 'lower', 'n', 'lowestcts', 'coming', 'consolidate']",-1,month month get lower n lowestcts coming consolidate
"['come', 'sapuraits', 'already', 'head', 'towards', 'vision', 'sapura', 'must', 'break', 'senekekekekeekdow', 'jones', 'already', 'approach', 'bursa', 'malaysia', 'kotgo', 'lamalaysia']",-1,come sapuraits already head towards vision sapura must break senekekekekeekdow jones already approach bursa malaysia kotgo lamalaysia
